Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk10.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk11.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk12.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk1.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk2.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk3.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk4.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk5.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk6.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk7.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk8.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk9.raw.dia
A2ALS7	A2ALS7	A2ALS7_MOUSE	Rap1gap	Rap1 GTPase-activating protein (Fragment)	203.481	239.101		175.06	479.884	229.887	150.468		331.24	390.218	176.838	231.939
A2ALU4	A2ALU4;Q1W617;A7TU71;Q8C7N5	SHRM2_MOUSE	Shroom2	Protein Shroom2	14645.2	12725.6		2703.36	4096.14	2981.75	4493.99	11917.1	9539.53	3891.88	7138.83	5993.48
A2AMW0;Q3TRH8;Q3TVK4;Q923G3	A2AMW0;Q3TRH8;Q3TVK4;Q923G3	A2AMW0_MOUSE;Q3TRH8_MOUSE;Q3TVK4_MOUSE;Q923G3_MOUSE	Capzb	F-actin-capping protein subunit beta	3125.67	1846.41		2828.44	2502.93	2134.35	2836.88	2405.79	2028.24	3184.88	2753.66	3937.39
A2AN08	A2AN08;Z4YMA7	UBR4_MOUSE	Ubr4	E3 ubiquitin-protein ligase UBR4	753.017	407.401	1330.5	753.61	722.944	732.638	1134.56	1232.29	503.111	969.868	1153.43	1147.3
A2AQ25	A2AQ25;B2RY09;D3Z781;E9QAU4;Q3TYN4;Q8BHR1	SKT_MOUSE	Skt	Sickle tail protein	1119.13			877.238	885.153	1445.62	628.052	473.509		1117.17	1383.37	1203.79
A2ASQ1	A2ASQ1;M0QWP1;Q6PCM6;Z4YJS5;Z4YK85	AGRIN_MOUSE	Agrn	Agrin	1556.28	1089.8		408.935		292.837	601.043	784.081		846.682	1209.8	1554.13
A2ASS6	A2ASS6;A0A5K1VVQ9;E9Q8K5;E9Q8N1;A0A5K1VVQ1	TITIN_MOUSE	Ttn	Titin	629.112	687.42		189.051	187.971	272.503		403.371	362.924	221.472	587.294	763.652
A2AUK5;A2AUK8;B6ZHC9;E9PV14	A2AUK8;E9PV14;A2AUK5;B6ZHC9	A2AUK5_MOUSE;A2AUK8_MOUSE;B6ZHC9_MOUSE;E9PV14_MOUSE	Epb41l1	Erythrocyte membrane protein band 4.1 like 1	1522.01	1855.48	1307.35	1037.57	2375.82	2141.31	2014.82	2833.81	2190.53	2018.22	2271.58	3054.43
A2AWA9	A2AWA9;B2RRC5	RBGP1_MOUSE	Rabgap1	Rab GTPase-activating protein 1	1327.63	821.354		427.244	546.797	743.653	150.016	626.451		426.68		
A2BEE9;Q52KF7;Q80TH1	A2BEE9;Q52KF7;Q80TH1	A2BEE9_MOUSE;Q52KF7_MOUSE;Q80TH1_MOUSE	Dlg3	Discs large MAGUK scaffold protein 3	1250.12	1793.78	1242.19	341.822	944.9	593.019	722.303	887.262	1061.55	1323.32	1073.13	1342.14
A2BIM8;B5X0G2;P02762;P04938;P11588;P11589	P02762;P04938;P11588;P11589;B5X0G2;Q9CXU6;A2AKN8;A2AKN9;A2BIM8;A2BIN1;A2CEK6;A2CEK7;A2CEL1;A9R9W0;E9PVW0;E9QA79;L7MUC7;L7N222;Q4FZE8;Q58ES8;Q58EV3;A2CEL0;A2CGB6;A9C496;A9C497;B0V388;B5TE76;B5X0G0;B8JI96	MUP11_MOUSE;MUP17_MOUSE;MUP18_MOUSE;MUP1_MOUSE;MUP2_MOUSE;MUP6_MOUSE	Mup1;Mup11;Mup17;Mup18;Mup2;Mup6	Major urinary protein 18	2910.46	1256.1		575.556	957.344	999.744	776.85	2386.09	1701.45	555.955		2038.44
A2CG49	A2CG49;D3Z4R2;D3Z532;D3Z534;D3Z535;F6QYT9	KALRN_MOUSE	Kalrn	Kalirin	695.168			107.586		1592.06						310.921
A2RT62	A2RT62;B2RPY3	FXL16_MOUSE	Fbxl16	F-box/LRR-repeat protein 16	806.379	164.557	1101.92	886.328	1007.69	1184.12	786.498	927.338	1094.5	1471.19	1240.15	1096.32
A2VDF5	A2VDF5	A2VDF5_MOUSE	Gria3	Glutamate receptor				1232.43	1491.83	2279.3		2669.48		1196.77		
A3KFU5;A3KFU8;Q6PHQ9;Q91YZ8;Q99LF8	A3KFU5;A3KFU8;Q3UX16;Q6PHQ9;Q91YZ8;Q99LF8;G5E8X2;Q3V2M1;Q62029;V9GXG3;A0A0A6YWT2;Q792Y0	A3KFU5_MOUSE;A3KFU8_MOUSE;Q6PHQ9_MOUSE;Q91YZ8_MOUSE;Q99LF8_MOUSE	Pabpc4	Polyadenylate-binding protein	501.602	684.828		289.493	280.316	425.35	184.9	324.86	449.284	292.3		660.736
A3KGU5;A3KGU7;A3KGU9;B2RXX6;B7ZWK3;B9EKJ1;E9Q447	A3KGU5;A3KGU7;A3KGU9;B2RXX6;B7ZWK3;B9EKJ1;E9Q447	A3KGU5_MOUSE;A3KGU7_MOUSE;A3KGU9_MOUSE;B2RXX6_MOUSE;B7ZWK3_MOUSE;B9EKJ1_MOUSE;E9Q447_MOUSE	Sptan1	Spectrin alpha, non-erythrocytic 1	1898.95	3620.92	706.779	4073.9	1574.29	1548.35		1622.62	1411.94	942.59	1983.1	2569.31
A6H5Z3	A6H5Z3;Q5DU10;Q6PCN5;Q8K2N8;Q9D4R7	EXC6B_MOUSE	Exoc6b	Exocyst complex component 6B	364.079			248.068	149.685	390.172	499.738	594.826		488.75	412.24	348.006
A6H6E9	A6H6E9;A0A338P6B7	TT23L_MOUSE	Ttc23l	Tetratricopeptide repeat protein 23-like	640.088	544.048		702.534		451.6	976.473	340.829	1566.64	652.426	629.988	730.036
A6X935	A6X935;A0A2K6EDJ7;E9PVD2;E9Q5L2	ITIH4_MOUSE	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4	2005.06	1555.83		413.119	555.071	683.173	1385.15	1837.92		586.614	1353.63	1807.25
B0LAC2	B0LAC2	B0LAC2_MOUSE	Uba52	Ubiquitin A-52 residue ribosomal protein fusion product 1 (Fragment)			2106.27		180.312							
B0V2N1	B0V2N1	PTPRS_MOUSE	Ptprs	Receptor-type tyrosine-protein phosphatase S	423.78		294.541	420.45	566.37	799.867	1144.48	843.936	870.882	927.867	902.285	744.887
B1AWN6	A2ASI5;B1AWN6;Q62205;Q9ER60;A0A0R5RP26;A0A0R5RP28;A0A0R5RP29;A0A0R5RP35;A0A5H1ZRM8;B1AYL0;B2RY06;B7ZWN0;E9PW82;F8VPQ7;G3X8T7;Q62242;Q8CAJ8;Q8CCS4	SCN2A_MOUSE	Scn2a	Sodium channel protein type 2 subunit alpha	500.397		2513.33	1530	2257.33	2533.54	1353.69	1608.63	1771.55	1563.95	1492.78	1398.34
B1AXH1	B1AXH1	NHSL2_MOUSE	Nhsl2	NHS-like protein 2				166.394		239.844	237.066					
B1AXV0	B1AXV0;Q8BVG0	FRS1L_MOUSE	Frrs1l	DOMON domain-containing protein FRRS1L	1026.33			478.013	542.931	532.655	580.509	521.447		445.584	265.098	
B1AZP2	B1AZP2;B7ZNS2;E9PUF2;Q3UCF7	DLGP4_MOUSE	Dlgap4	Disks large-associated protein 4	1219.68	1530.58		598.468	743.128	661.46	525.719	1004.89	1673.64	724.743	1342.34	1062.23
B2RQ71;E9PWR4	B2RQ71;B7ZMZ7;E9PWR4	B2RQ71_MOUSE;E9PWR4_MOUSE	Dip2c	Dip2c protein	381.033			655.388	795.8	696.05	739.992	732.424		853.732	1054.15	1017.5
B2RQ80;E0CY98;E0CZD7;E9PUL9	B2RQ80;E0CY98;E0CZD7;E9PUL9	B2RQ80_MOUSE;E0CY98_MOUSE;E0CZD7_MOUSE;E9PUL9_MOUSE	Tnik	non-specific serine/threonine protein kinase	434.113				550.411	1209.55	789.811		377.882	1276.96	736.879	554.791
B2RQA0;Q8C000	B2RQA0;Q8C000	B2RQA0_MOUSE;Q8C000_MOUSE	Gm5124	EG331392 protein	1287.51			398.885	525.734	2183.68	578.546	516.014	759.039	390.156		
B2RSH2	B2RSH2	GNAI1_MOUSE	Gnai1	Guanine nucleotide-binding protein G(i) subunit alpha-1				1815.36	1744.94	1768.38						
B2RUJ5	B2RUJ5;Q3UH26	APBA1_MOUSE	Apba1	Amyloid-beta A4 precursor protein-binding family A member 1	282.689	415.067		420.07	341.84	535.144	243.712			318.887		
B2RW11	B2RW11	B2RW11_MOUSE	Ankrd34a	Ankyrin repeat domain 34A	469.807	844.141		397.439	632.819	891.804	997.66	527.676	1242.62	304.174	1257.97	
B2RXR4;B9EKQ6	B2RXR4;B9EKQ6;Q3UPC7	B2RXR4_MOUSE;B9EKQ6_MOUSE	2210408I21Rik	2210408I21Rik protein	3871.77	3171.56		466.446		963.548	1434.05	3333.91	1717.65		2286.29	
B2RXR6	B2RXR6;E9QNQ2;J3QK37;Q8BYT6	ANR44_MOUSE	Ankrd44	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B				109.703								
B2RXS4	B2RXS4;Q8K2J5	PLXB2_MOUSE	Plxnb2	Plexin-B2				596.861	800.244	733.945	795.295	586.09	741.104	591.219		424.513
B2RXT3;E9Q7L0	B2RXT3;E9Q7L0	B2RXT3_MOUSE;E9Q7L0_MOUSE	Ogdhl	oxoglutarate dehydrogenase (succinyl-transferring)	518.903			1423.5	1476.91	1049.2	770.443	240.761		561.747		671.957
B2RY56	B2RY56;S4R2B0	RBM25_MOUSE	Rbm25	RNA-binding protein 25	1199.16	966.58		327.306					677.401			342.811
B7Z217;B7Z3H2	B7Z217;B7Z3H2	B7Z217_HUMAN;B7Z3H2_HUMAN		cDNA FLJ55679, highly similar to Mus musculus cytoplasmic FMR1 interacting protein 2 (Cyfip2), mRNA	335.577			279.281	405.164	489.018	111.874		296.313			430.834
B9EJA2	B9EJA2;F6Q1W8;R7RU63;R7RVD4	CTTB2_MOUSE	Cttnbp2	Cortactin-binding protein 2	965.414	1378.37	1274.65	942.57	811.455	1350.09	944.223	946.534	1361.56	1271.22	676.87	1278.32
B9EKR1	B9EKR1;A0A0J9YVD2;B2RXS8;Q810U6;Q8C4M8;Q9WUT8	PTPRZ_MOUSE	Ptprz1	Receptor-type tyrosine-protein phosphatase zeta	4185.18	2008.32	4059.3	3869.48	5117.01	4141.35	5485.03	3574.68	4262.59	9785.64	6052.64	9146.11
C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7	C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2;Q8CGP4;A0A0N4SV66;A0AUV1;A2AB79;A3KPD0;B2RVF0	H2A1B_MOUSE;H2A1C_MOUSE;H2A1D_MOUSE;H2A1E_MOUSE;H2A1F_MOUSE;H2A1G_MOUSE;H2A1H_MOUSE;H2A1I_MOUSE;H2A1K_MOUSE;H2A1N_MOUSE;H2A1O_MOUSE;H2A1P_MOUSE;H2A3_MOUSE	H2ac11;H2ac12;H2ac13;H2ac15;H2ac25;H2ac4;H2ac6;H2ac7;H2ac8;Hist1h2af;Hist1h2an;Hist1h2ao;Hist1h2ap	Histone H2A type 1-B			469.269	430.878	564.771	280.444	286.54	511.408	296.389	323.94	250.304	288.789
D3YTL5;Q3TNN6;Q3UJ44;Q99LB4	Q99LB4;D3YTL5;Q3TNN6;Q3UJ44	D3YTL5_MOUSE;Q3TNN6_MOUSE;Q3UJ44_MOUSE;Q99LB4_MOUSE	Capg	Capping protein (actin filament), gelsolin-like (Fragment)				141.145								
D3YUB6	D3YUB6;F7CG54	BTBD8_MOUSE	Btbd8	BTB/POZ domain-containing protein 8				167.378	386.587	233.002	236.57					
D3YUD2;D3Z7L2	D3YUD2;D3Z7L2	D3YUD2_MOUSE;D3Z7L2_MOUSE	Afdn	Afadin, adherens junction formation factor (Fragment)	453.986			174.188	304.33	464.053		462.607	585.685		118.684	390.737
D3YVF0	D3YVF0;H3BIV5	AKAP5_MOUSE	Akap5	A-kinase anchor protein 5	1759.15	3123.19	4304.78	1362.66	2105.31	1706.08	1963.25	1247.27	2408.42	988.6	1705.36	1391.73
D3YW09;G3UVU2;Q7TN25	G3UVU2;D3YW09;Q7TN25	D3YW09_MOUSE;G3UVU2_MOUSE;Q7TN25_MOUSE	Sf3a2	Splicing factor 3a, subunit 2	1063.77	299.015	557.156	348.15	204.693	254.673		325.179	718.919	243.927	475.4	
D3YWT1;D3Z3N4	D3YWT1;D3Z3N4	D3YWT1_MOUSE;D3Z3N4_MOUSE	Hnrnph3	Heterogeneous nuclear ribonucleoprotein H3	1040.56	264.24		498.926	255.908	861.458	851.661	1096		592.33	509.54	793.983
D3YXK2	D3YXK2;Q80YR5;Q3UGR1;Q6A0C0;S4R1M2	SAFB1_MOUSE	Safb	Scaffold attachment factor B1	974.625	2874.73		464.502	440.572	245.759	963.538	1184.75	1212.32	418.026	508.68	1152.38
D3YZI9	D3YZI9;A0A510C1L5;A0A5H2QVU1;G3UX58	PGBD5_MOUSE	Pgbd5	PiggyBac transposable element-derived protein 5	1060.82			504.971	1115.1	509.25	579.509	529.329	485.402	475.281		544.63
D3YZP9	D3YZP9	CCDC6_MOUSE	Ccdc6	Coiled-coil domain-containing protein 6			10393.6	527.279	520.658	414.067	396.007	465.719		511.106		659.815
D3YZU1	D3YZU1;D3YZU4;D3YZU5	SHAN1_MOUSE	Shank1	SH3 and multiple ankyrin repeat domains protein 1	2408.84	3554.37	2286.29	996.573	1603.71	1550.25	1907.85	1372.88	2915.11	1608.81	1830.55	2273.79
D3YZZ5;E9Q7G1	D3YZZ5;E9Q7G1	D3YZZ5_MOUSE;E9Q7G1_MOUSE	Tmed7	Transmembrane p24 trafficking protein 7				201.021	743.481	798.135			671.358		454.692	
D3Z0M9	D3Z0M9	D3Z0M9_MOUSE	Ddx23	RNA helicase	1872.22	2480.57		820.771	408.423	398.039	490.822	1559.27	1664.74	495.601	1014.68	798.691
D3Z4B0;E9Q6E5;F6RDI8;Q3UIX4;Q6NSR2;Q8C0Z3;Q8CFF2;Q8CGI3;Q9CT17	E9Q6E5;Q3TR16;Q3UIX4;Q6NSR2;Q8BYD3;Q8C0Z3;Q8CFF2;Q8CGI3;Q9CT17;D3Z4B0;D6RE22;F6RDI8;F6TN80;Q5XJE4	D3Z4B0_MOUSE;E9Q6E5_MOUSE;F6RDI8_MOUSE;Q3UIX4_MOUSE;Q6NSR2_MOUSE;Q8C0Z3_MOUSE;Q8CFF2_MOUSE;Q8CGI3_MOUSE;Q9CT17_MOUSE	Srsf11	Serine and arginine-rich splicing factor 11 (Fragment)	589.572			208.486		347.931	285.355			273.432	359.18	204.858
D3Z4W5;Q9D9G7	D3Z4W5;Q9D9G7	D3Z4W5_MOUSE;Q9D9G7_MOUSE	Prss59	Protease, serine 59 (Fragment)	1076.51	3293.41	1300.27	376.077	1331.38	743.026	1731.6	1992.72	2180.79	1403.58	4867.05	1091.58
D3Z6I8	D3Z2H9;D3Z6I8;E9Q7Q3;Q3TJ53;Q58E70;Q8C7C3	D3Z6I8_MOUSE	Tpm3	Tropomyosin 3, gamma	737.021	441.597	2242.75	1782.67	1173.8	2058.54	1791.18	1589.58	1516.42	1974.49	1882.02	1454.71
D3Z6Q9	D3Z6Q9;A0A5F8MQ05;S4R171;S4R1B8;S4R1Q1;S4R270;S4R2J8	BIN2_MOUSE	Bin2	Bridging integrator 2		1294.01		582.176	882.446	1468.39	560.829		787.64			
D3Z6Z0;D3Z789;Q78ZM0;Q9CSC2;Q9CU14	Q78ZM0;D3Z6Z0;D3Z789;Q9CSC2;Q9CU14	D3Z6Z0_MOUSE;D3Z789_MOUSE;Q78ZM0_MOUSE;Q9CSC2_MOUSE;Q9CU14_MOUSE	Snx3	Sorting nexin 3	837.424			740.083	1076.44	1602.5	1426.17		1644.36	1109.18	744.288	916.207
D3Z7P3	D3Z7P3;D3Z7P4	GLSK_MOUSE	Gls	Glutaminase kidney isoform, mitochondrial	917.916	1176.05		2277.68	1513.51	1265.29	1659.87	764.422	1618.17	689.121		818.772
E0CY16	E0CY16	E0CY16_MOUSE	Cadm1	Cell adhesion molecule 1				1257.43		1040.07						
E9PUC5;Q8C0E9	E9PUC5;Q8C0E9	E9PUC5_MOUSE;Q8C0E9_MOUSE	Psd3	Pleckstrin and Sec7 domain containing 3	788.42	537.582	2556.58	1223.57	796.175	1174.81	1391.28	657.08	979.304	537.992		1112.76
E9PUL5	E9PUL5	PRRT2_MOUSE	Prrt2	Proline-rich transmembrane protein 2				190.705								
E9PUN2	E9PUN2;E9PUN1;Q3TQ54	NRX2B_MOUSE	Nrxn2	Neurexin-2-beta	938.584	688.771				69.9463	85.2434		470.845	97.4785		115.453
E9PVA8	E9PVA8;Q3UHQ5;Q6PGM5;Q8BIX2;Q8CHH7	GCN1_MOUSE	Gcn1	Stalled ribosome sensor GCN1	249.669			195.397	207.502	165.01	161.417	101.22	225.753	234.713		102.156
E9PVC5;E9Q770;Q3UQI5;Q3UTK0;Q3UYM6;Q3UZD9;Q6EVH9	Q3UQI5;Q3UTK0;Q3UYM6;Q3UZD9;E9PVC5;E9Q770;Q6EVH9	E9PVC5_MOUSE;E9Q770_MOUSE;Q3UQI5_MOUSE;Q3UTK0_MOUSE;Q3UYM6_MOUSE;Q3UZD9_MOUSE;Q6EVH9_MOUSE	Eif4g1	Eukaryotic translation initiation factor 4, gamma 1	316.245	763.659		455.516	367.866	252.882	311.477	411.979		399.447		367.185
E9PX28;E9PXQ7;Q80TE2;Q925I8	E9PX28;E9PXQ7;Q3TZ28;Q6P0A6;Q80TE2;Q925I8;Q9Z1B1	E9PX28_MOUSE;E9PXQ7_MOUSE;Q80TE2_MOUSE;Q925I8_MOUSE	Pcdh10	Protocadherin 10	413.888		392.369	601.868	963.328	1128.39	519.62	798.338	982.746	1031.62	451.844	824.43
E9PX29;E9PZC2;Q8VBX2;Q8VIE5;Q91ZE6	E9PX29;E9PZC2;Q8VBX2;Q8VIE5;Q91ZE6	E9PX29_MOUSE;E9PZC2_MOUSE;Q8VBX2_MOUSE;Q8VIE5_MOUSE;Q91ZE6_MOUSE	Sptbn4	Spectrin beta chain	1283.41	752.666		608.877	1114.85	1007.52	1080.51	1951.22	1732.17	657.593	1090.95	590.514
E9PY16	B7ZMY4;E9PY16;Q6PGM4;Q8BVR8;Q8BVS1	E9PY16_MOUSE	Adap1	ArfGAP with dual PH domains 1	4943.1	3511.09	1417.74	1972.27	1944.32	1917.4	2175.06	2571.39	4233.09	3597.1	4418.07	3913.5
E9PZP8	E9PZP8;Q8BR49	E9PZP8_MOUSE	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1				132.923		200.41	255.258		130.956	297.02		
E9Q2E4	E9Q2E4;Q6GQX8;Q8BRI0	E9Q2E4_MOUSE	Hectd4	HECT domain E3 ubiquitin protein ligase 4				318.475	408.998		159.039			634.854		
E9Q2W9	E9Q2W9	E9Q2W9_MOUSE	Actn4	Alpha-actinin-4 (Fragment)	1845.77	770.009		1647.37	795.587	948.746	671.755	715.682	1805.28	978.55	1114.15	1325.34
E9Q3L2	E9Q3L2;A0A140T8I9;A0A1S6GWJ7	PI4KA_MOUSE	Pi4ka	Phosphatidylinositol 4-kinase alpha	1914.06			1043.64	1026.61	1280.16	1174.79	1567.92	994.288	1103.14	812.913	1012.34
E9Q3S4	E9Q3S4;A0A140LHL6;A0A087WS76	M3K19_MOUSE	Map3k19	Mitogen-activated protein kinase kinase kinase 19	5340.28	3542.71	6103.6	10505	6603.9	6915.81	7655.93	10569.5	7172.4	8137.72	7293.39	6888.32
E9Q401	A2AGL3;E9Q401;A0A140LJF7;A0A140LJK7;A0A1Y7VJP1;E9PW34;F6U7V1	RYR2_MOUSE	Ryr2	Ryanodine receptor 2				201.035	329.704	213.95	294.306	356.919		307.148		
E9Q453	E9Q453;E9Q455;E9Q456;G5E8R0;G5E8R2;G5E8R1;S4R261	E9Q453_MOUSE	Tpm1	Tropomyosin alpha-1 chain	1729.28	494.551	4081.06	1857.02	1688.45	2601.32	2754.78	2187.11	2592.11	2752.67	2174.4	2729.24
E9Q4P1	E9Q4P1;A0A087WPX9;D3YWG9;D3Z057;Q9DAD3	WDFY1_MOUSE	Wdfy1	WD repeat and FYVE domain-containing protein 1	728.548			1190.73	1115.23	906.145	1338.18	993.872		971.707	313.555	897.022
E9Q557	E9Q557;E9PZW0	DESP_MOUSE	Dsp	Desmoplakin	4442.75	11123	24690.2	1053.69	2732	1879.89	3516.36	3329.07	11119.4	4492.64	6956.61	2233.28
E9Q5C9	E9Q5C9;A0A286YDA2;A0A286YDT3;A0A286YDV7	NOLC1_MOUSE	Nolc1	Nucleolar and coiled-body phosphoprotein 1	2609.34	5452.29	2442	1230.37	1032.26	1886.81	2419.18	2990.43	2312.31	1722.27	1665.09	1199.25
E9Q616	E9Q616;A0JLR7;A0PJF4;Q6UL10	E9Q616_MOUSE	Ahnak	AHNAK nucleoprotein (desmoyokin)	3314.68	1944.92	2016.2	5072.85	3443.78	3573.8	4759.22	4994.29	4135.78	5826.72	4262.53	5315.1
E9Q6P5	E9Q6P5;A0A1Y7VL44;Q3UFQ5	TTC7B_MOUSE	Ttc7b	Tetratricopeptide repeat protein 7B				496.528		471.706				210.362		
E9Q7S0;F7BQW7;F7CD11	E9Q7S0;F7BQW7;F7CD11	E9Q7S0_MOUSE;F7BQW7_MOUSE;F7CD11_MOUSE	Synj1	phosphoinositide 5-phosphatase	535.968		834.256	607.85	1143.62	816.741	1105.62	468.122	736.418	957.892	1201.77	1351.86
E9Q7X7	E9PUN2;E9Q7X7;A0A494B8Y4;B2RX09;E9PUM9;E9PUN0;E9Q5N7;Q3UGZ9;Q6ZQ25;E9PUN1;Q3TQ54	NRX2A_MOUSE	Nrxn2	Neurexin-2	2574.5	2984.76	2879.88	966.605	1314.69	1693.53	2174.92	2750.93	2601.26	2128.76	2546.75	2618.03
E9Q912	E9Q912;Q8BKH0;A0A0G2JGC8	GDS1_MOUSE	Rap1gds1	Rap1 GTPase-GDP dissociation stimulator 1	1591.99	2341.33		1277.63	1100.68	1125.06	846.59	1760.91	1489.62	974.858	1081.33	1400.3
F2Z3U3	F2Z3U3	F2Z3U3_MOUSE	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1				250.76	1130.87	574.79	380.628	479.842				
F6R7E8;Q7TT42;Q9CPN7	F6R7E8;Q7TT42;Q9CPN7	F6R7E8_MOUSE;Q7TT42_MOUSE;Q9CPN7_MOUSE	1810009J06Rik;Gm2663;trypsinogen	Predicted gene 2663	58349.8	34488.4		4722.41	10903.9	20251.9	45593.7	25566.4	41610.5	13490.2	80913.4	47181.5
F6SEU4	F6SEU4;A0A0A6YVS6;A0A0J9YUM2;A0A0J9YVH8;A0A140T8K9;A0A2R8VH83;A0A2R8VHH2;A0A2S1B6B8;A0A2S1B6F9;A0A338P799;J3QQ18	SYGP1_MOUSE	Syngap1	Ras/Rap GTPase-activating protein SynGAP	4969.4	5476.9	3997.55	3068.85	2690.22	4837.82	4257.35	5177.38	4931	4563.49	4587.57	4992.85
F6ZDS4	F6ZDS4;Q3V1L5;Q7M739;Q05CS8;Q32P08;Q3TZB5;Q8BK71;Q8BU18	TPR_MOUSE	Tpr	Nucleoprotein TPR	2266.17	1620.79		1327.96	1124.54	1439.02	1163.87	1909.43		1194.39	1211.68	1073.05
F7AI87;Q3ULG4	Q3ULG4;F7AI87	F7AI87_MOUSE;Q3ULG4_MOUSE	Psmd4	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 (Fragment)	423.221			481.296	483.5	247.011	549.297	849.982	373.515	285.873		509.127
F7CPX0	F7CPX0	F7CPX0_MOUSE	Sgip1	SH3-containing GRB2-like protein 3-interacting protein 1 (Fragment)				191.812	277.628	470.3	147.92			208.773		
F8VQK3	F8VQK3;Q3UH83	F8VQK3_MOUSE	Gucy1a2	guanylate cyclase	1177.73	836.249	2089.91	709.814	920.503	966.59	1182.53	758.678	1286.2	1290.38	691.817	888.833
G3UWN9	G3UWN9	G3UWN9_MOUSE	Psme1	Proteasome activator complex subunit 1 (Fragment)	1669		2545.59		3491.95							
G3V011;Q6KAL9;Q811E7;Q8CG29	G3V011;Q6KAL9;Q811E7;Q8CG29	G3V011_MOUSE;Q6KAL9_MOUSE;Q811E7_MOUSE;Q8CG29_MOUSE	Myo1f	Myosin IF				805.48	706.194	815.928	473.843					
G3X9C2	G3X9C2;A0A0A0MQ97	FBX50_MOUSE	Nccrp1	F-box only protein 50	390.082	597.713	726.676	155.34	290.997	269.054	314.83	591.517	501.774	242.665	616.622	187.229
G3X9K3	G3X9K3;Q8R3I7	BIG1_MOUSE	Arfgef1	Brefeldin A-inhibited guanine nucleotide-exchange protein 1				219.606				414.99		337.3		
G5E829	G5E829;Q6Q477;F7AAP4;D1FNM8;D1FNM9;E9Q828;H2BL43;A0A1W2P7C7;Q05CJ5;Q3TC38;Q3TDJ2;Q3UPA8	AT2B1_MOUSE	Atp2b1	Plasma membrane calcium-transporting ATPase 1	8209.06	5717.27	12294.5	14991.3	14146.8	14019.2	11095.9	8832.45	7981.84	9129.47	5868.84	6334.8
G5E870	G5E870;A0A087WNZ7;A0A087WRV6	TRIPC_MOUSE	Trip12	E3 ubiquitin-protein ligase TRIP12	333.073				211.497	237.154	191.031	384.573	403.107	358.896		
